ID,Customer Age (in months),"Churn (1 = Yes, 0 = No)",CHI Score Month 0,CHI Score 0-1,Support Cases Month 0,Support Cases 0-1,SP Month 0,SP 0-1,Logins 0-1,Blog Articles 0-1,Views 0-1, Days Since Last Login 0-1
"5,833",3, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,834",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,835",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,836",3, -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
"5,837",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,838",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,839",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,840",3, -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
"5,841",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,842",3, -   ,22,22, -   , -   , -   , -   ,2,2, -   , -   
"5,843",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,844",3, -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
"5,845",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,846",3, -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
"5,847",3, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,848",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,849",3, -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
"5,850",3, -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
"5,851",3, -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
"5,852",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,853",3, -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
"5,854",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,855",3, -   ,21,21, -   , -   , -   , -   ,2,1, -   , -   
"5,856",3, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,857",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,858",3, -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
"5,859",3, -   ,21,21, -   , -   , -   , -   ,2,1, -   , -   
"5,860",3, -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
"5,861",3, -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
"5,862",3, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,863",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,864",3, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,865",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,866",3, -   ,31,31, -   , -   , -   , -   ,6,1, -   , -   
"5,867",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,868",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,869",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,870",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,871",3, -   ,21,21, -   , -   , -   , -   ,4,1, -   , -   
"5,872",3, -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
"5,873",3, -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
"5,874",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,875",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,876",3, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,877",3, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,878",3, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,879",3, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,880",3, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,881",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,882",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,883",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,884",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,885",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,886",3, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,887",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,888",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,889",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,890",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,891",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,892",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,893",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,894",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,895",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,896",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,897",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,898",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,899",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,900",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,901",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,902",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,903",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,904",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,905",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,906",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,907",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,908",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,909",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,910",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,911",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,912",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,913",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,914",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,915",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,916",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,917",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,918",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,919",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,920",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,921",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,922",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,923",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,924",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,925",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,926",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,927",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,928",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,929",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,930",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,931",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,932",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,933",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,934",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,935",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,936",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,937",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,938",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,939",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,940",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,941",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,942",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,943",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,944",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,945",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,946",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,947",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,948",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,949",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,950",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,951",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,952",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,953",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,954",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,955",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,956",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,957",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,958",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,959",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,960",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,961",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,962",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,963",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,964",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,965",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,966",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,967",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,968",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,969",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,970",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,971",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,972",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,973",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,974",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,975",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,976",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,977",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,978",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,979",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,980",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,981",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,982",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,983",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,984",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,985",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,986",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,987",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,988",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,989",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,990",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,991",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,992",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,993",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,994",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,995",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,996",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,997",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,998",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"5,999",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,000",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,001",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,002",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,003",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,004",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,005",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,006",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,007",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,008",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,009",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,010",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,011",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,012",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,013",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,014",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,015",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,016",2, -   ,60,60, -   , -   , -   , -   , -   ,1, -   , -   
"6,017",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,018",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,019",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,020",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,021",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,022",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,023",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,024",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,025",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,026",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,027",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,028",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,029",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,030",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,031",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,032",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,033",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,034",2, -   ,41,41, -   , -   , -   , -   , -   ,1, -   , -   
"6,035",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,036",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,037",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,038",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,039",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,040",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,041",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,042",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,043",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,044",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,045",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,046",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,047",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,048",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,049",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,050",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,051",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,052",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,053",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,054",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,055",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,056",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,057",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,058",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,059",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,060",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,061",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,062",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,063",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,064",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,065",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,066",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,067",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,068",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,069",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,070",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,071",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,072",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,073",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,074",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,075",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,076",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,077",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,078",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,079",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,080",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,081",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,082",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,083",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,084",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,085",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,086",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,087",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,088",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,089",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,090",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,091",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,092",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,093",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,094",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,095",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,096",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,097",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,098",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,099",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,100",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,101",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,102",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"6,103",2, -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
"6,104",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
